专心致志,士,怦池千挽币洞洳力奕士
今日双王争霸,琴,敷芨边芩苹螶讳足趿琴
双双结伴去异乡,缀,俚些咸侩杀穗翠纱讣缀
八尺见方,咫,氦娥閒廖爬阍妆站簧咫
两个人七把刀,彻,囍痱窥男湿硬亦肢业彻
木偶,林,瑜晓楷鲁拽糟述仝窒林
枕前芳心辗转,朴,尽众监阔企鸢苔坡态朴
白首雄心志不移,恁,敏狄血饥巾驸络慧臾恁
火山上的兰花草,烂,甩碎煎缄逾竹焱颍诬烂
似我,豫,屑永浏选蜗敖乾烘鸨豫
一闪不见人影,闩,愈拌指醐卖市译柱订闩
一生同心,性,造河汇定医蕴瀑曱随性
他改革有方,施,杭酚瓜蒜溜骤悉汜工施
差点发大水,汰,立桂兰洼炸蓉患夏氽汰
四面环山共拱北,冀,榻兮肝气骥砖绷芩垮冀
牧羊姑娘,妹,悟轲疲杳岬禀忿蝴礼妹
草因逢旱早凋零,莎,砍垮孴汲痢豺漯浇忘莎
胡思乱想不专意,忿,捕容清觥狠又国嚣孕忿
叫人孝顺的文章,教,酋辉囲笳亮枋闷沽于教
携手倾心相依语,揩,棵罪词篓畗瘸莘映苏揩
清楚后为时已晚,梦,唱冀倒菟斯充网闪诉梦
火热的言语,谈,岔毯咕喳询胆价逍架谈
十月早晨雨水多,潮,脂排恐膜句等哄凉媚潮
大暑避炎阳,奢,辣谤乡殉蝈伦枸橡俘奢
生意火在岁首,灿,酣归饮青澎呀哆莱垡灿
自白,记,琚户垮层硖以环献犑记
个个思凡红丝断,筑,矗翥侏孕韭戊胞竖麾筑
放刀的仓库,创,矛斛垚菁酥籁娄扣足创
完全无头绪,玩,憔诛酬志潸拽霉伒吱玩
清晨日出,辰,跛帽沈鸪舞炰妗辣黯辰
提着锄头挖和尚庙,持,苗雌腊毛囫球叮闽畀持
西楼一曲金乌坠,槽,氮箫钨膝邡升甄鳍茁槽
村头放羊,样,昫切晖沗妒渠笼白院样
电大广播,庵,笠姥沣捐绮矼甮掘唔庵
职务变动要安心,聪,所掘拗菊漳沣反笼蚁聪
一二三五,罢,狱婪离则始鲁罂怷聊罢
加多一点点,平,疼驯奠女贯构肯抵婿平
昂首向前心一条,怕,商滥拗饥辽郁怡工兵怕
女生,姓,乞烨灻共羞歪淄匙扉姓
西北东北隔千里,乖,芸块切葑委孙荑娜食乖
春秋半步曲,秦,腥挫棵炎伏缓岔痕斋秦
渔村半落夕阳中,橹,达兖委趝休芹公仫辖橹
一口吞下人与刀,囵,排秋陪褫恼调亲曹褚囵
如意同心结,音,扇偕从案笼酣商宏炙音
两丁抽一,丙,功簸至条克弯理填颇丙
贵妇的生活,娴,狱翡货炽万捞献枸钞娴
大有头中无心小全身,京,首会糜沾湿但凄雇胀京
九手力大无穷,抛,臻浪叠坦怏怕驼睬蛋抛
一辆飞车带人行,丙,丁扛钿岐戾故霁坊恃丙
皇上的耳朵,聋,崩沸犄萌犇妗和样憔聋
寒山寺前牧黄牛,特,丈肃须忽菠祚蒯注混特
十人合一,木,亨仁鼓嫩恽汉葆娶禁木
手在树上采摘东西,采,意滤础声麓打匾挂甥采
重庆缺水记心上,愈,膏檗抨穹绺钓秆思辖愈
小丫过六一,卒,氯拥讨蚪消性曼源肋卒
四人搬运死者,煮,移魏庖环琴馈宋胄渑煮
双方马上安排,骂,沸悟沼竞蓬琅侣莫算骂
投放资金有方,咨,孔噪箱兰吹夸史钼诸咨
人未改变,体,吠描酿备涂洄睡另废体
鸿雁于飞,江,梏槿羚铂恽奕资繁法江
山上还有山,出,杀过羽织厚虔呖捎龙出
十一又加一,坚,筒鹦侣簸酝俏辣煎厕坚
丸子滚到月牙旁,肒,蠲缩沙囲南漾骥雁铝肒
亏欠一斤谷子,欲,京区居嗫徒俸呸敝偎欲
竹林下的小妖,笑,佻脲回株恪盯晷詈围笑
千里归人空白头,香,菌拿廊劾端甄订镂故香
十人一日吃一口,本,谣夹皖高粗恰辕已巧本
大家不承认,籁,萧却雌鸽偶忿狄狮丕籁
半坡村前来相会,杜,敫朝暑柳载槑喳矽革杜
说不叫说拿不叫拿,最,誩夯锯谊笠伴汜辽脅最
富头少了盖,畗,晶仙其炙你嵊诵蚜鄯畗
放了上集接下集,林,柿婆仕装鸬俑景毙短林
转眼又是一天,曼,菌离炙瞎湃石肘溧彭曼
站着的女人,妾,赵徐冤射峰臆跟曼紤妾
皆大欢喜,筷,猎挥宋苜箔瞿群趣熔筷
事事留心,吕,冒睡骑掷岌章帽糔约吕
花岗岩脑袋,茁,谭眠汽吾佬驭审撂球茁
差一点亦倒了,业,如赭汗弘哀澧保智伴业
开门见八哥,阅,饲徘狎僵丙付秽戥哈阅
弓上两弦欲射月,胇,皱谈咆毙膨作倮尤购胇
史载一官员,吏,吾骗殖槎郁锱胐吴北吏
乞求添上一横眉,气,妒侠巽斯麦泣婪洋簧气
一加一不等于二,王,抵嵩吃哧岗俯剂跳崩王
先走,选,模羌污氙员挠宏迟羡选
十月十日,朝,皛心杯琪蚪提母惨月朝
秋后的蚂蚱,烛,婵戈杵式臭捍娱仙砖烛
休言语,吾,属炙趇吉炜疼颊虑苿吾
全力协助,且,剂重片巢娑咪珐季夫且
相依相伴对残月,羽,茀恪孟岔痴淝绸笨镝羽
田上一把刀,鱼,更艘团卫危钞咏汴耗鱼
目,置,誉跎偓琳敏抵乳把行置
春风三日草木多,茶,窒谣谟旮哺般棠措蚪茶
太阳上有树,杳,恃激囼聒楼缰揪宛耳杳
集体面貌有改观,椎,新梦升棣虱键乌圣嘉椎
千分之一百分之一,伯,槎濡舢隽惶猫认崽樵伯
月下度重阳,胃,恍煮他类趿晴吕毙冲胃
西边挂着告示,票,轵汽私源网耷魏切敝票
号召上下团结,日,条水冑徘鼩玺映区瑟日
天字开了口,升,晦载赖猫社参料筛两升
张开嘴的贝壳,员,市郎浜慎战遥愁额泪员
半是苦涩半是腥,湖,式充葆詊枫案莽哗曰湖
两夜得一句,够,床部敫鼯异渭昃卜楣够
有水平者得高薪,萍,肴符奶矩桥作垮尢朝萍
尽力去办,尺,铂特蜗痘机溜斛速仁尺
玫瑰半天两倾心,琵,萌呖樊磐赏酱鄯受钟琵
心系冀中,思,丽菲爹毋痕畏敫前肼思
有山有水好风光,汕,佬毛入泉趣将另伸蜻汕
拥挤,侈,肘裙崖忿戏泺套蘑累侈
纵横天下为皇上,皋,豆螅乱圪抛畗杏周堵皋
风雨前头夜归还,夙,姣疟描浍寨挥血鱼狳夙
皓首西征,告,内露暂零问猎恕犁潸告
市长的高帽飞了,巾,昆夫啮烂益法焱塾乾巾
北方的月亮,背,腮芳豫沗柴恃而殙裤背
立着走路,趇,亥清蛇救咕烘挽请崔趇
紊乱,纹,份佛漫患章辣晿琵吉纹
空前未有,工,郴踪指槽耶槑语漉梨工
一对秋波眉相连,丽,偕涌冰夕湄漏末碎转丽
花前双方表爱心,营,逼婪偎捎宾庇绥国淬营
土字头上戴帽,壬,膝起葆仫噪似冣乃阵壬
雨后相逢,霜,鹅歉歹耽凬对奇肪奻霜
恰好七夕一相会,死,锺妲慕寅南侔糕冞敦死
六一早上聚会,章,勿犬卫甡零泺阂霖龙章
纵横一方,叶,泾笼杵躁博麾佃缺逐叶
藏身于几棵数后,躲,验鹊逻锦靶粕割需酷躲
泉水向西流,泊,闭砖位城胖咆汜钱桂泊
无尾母羊,姜,阵疯徜采亚涔豫浛肖姜
一家有七口种田种一亩,兽,札淬愆岗委朔臀止乏兽
香气连夜传,移,滕雨髓积挽江烨还啥移
减一正好六里,童,丕脵道弟呗聒戌夏钱童
一加一之和,程,慧膀配腿恒充沼皿眵程
生日宴,安,丽鲩眩蒋漉板膂般捱安
离别在眼前,盼,怫魁漾孵透翥璐匡甍盼
君家门前水,润,裤瘦件娠乳袭妍省拙润
两人并肩有爱心,怂,憔皮指舜蜀态残玓县怂
赛前留一手,批,峨时立扩鹦戥遭珂蛇批
一条长方形的鱼,鲂,肩绅缌乔宰全悼筵读鲂
吉祥的刀,周,弛梳钩勇右翡荒曲救周
虫有两个口,蛔,虑茁筵矮崔柚彼潸嘉蛔
大米染色,精,瞅竿戬趇毒辕景捶胃精
九日太阳,旭,炸辑觅実嫁唧烫闺省旭
村里又来了一位女村官,树,沼阂桁希狄氯龟洱歹树
竞赛推后了,批,戊也轮晋语窟咱荔场批
何日水火能共容,爆,爹飞怙恁告骅驱辽殉爆
别壮士夜临易水,浆,缶啐秃朴澧基豫娄心浆
明日去电大,腌,小茎凡颔胷羚京娔薪腌
忠诚又可靠,实,骏盘澍斜刮仆氏已芦实
田上千地无边,重,蒙丸毕粀隆鲨儿彪招重
后备力量,男,耆网拌杈骸苴艋娟卫男
证言不足先放行,政,沿岖能蝇菬泅牙翥程政
八哥心儿向左偏,悦,们孤淳孩大魁渥课牙悦
人口结构要改变,丙,残朊莎玛黯迷庐哭市丙
行中佳人忽然不见,街,扦邦铧鸨耽拐苂改侦街
日上心头庆六一,意,峁四淼卯畜执惨沏屑意
夹生饭,炊,您奈谜婶童渥颍惶司炊
一等鸟类,鸭,咕奋嗯瑜梀歹赤怫唔鸭
视而不见怎放心,祚,宗昉艳叨呸性潜嘈骂祚
要带头破格用人,贾,辨恚掮厚巢毳巫种怛贾
里应外合一马当先,验,袅籽泺岌缸咱屡康屎验
不语自含心透情,请,轨愚绸淋崇灯眯伸谊请
蜜中掺水,泌,厅团鳗于鄯杢描滥裕泌
寻根寄语,讨,扏摩传佶茄维圯哀虻讨
头球一一出了界,大,爽培胭薪请南加扭芕大
伊人不见问无门,君,厅醢槽捱窥匕俯光劣君
人日立春,三,期辍池榴浒刑俅碛霈三
平水泛舟扬孤帆,忠,萃嘲裘葑葬劣防锺缈忠
大雨下到横山上,雪,斜杉姣苟以嵩笠捏脱雪
勉力为之,免,吻壬机搬娘羽狳怛荀免
泪落枕边,湘,阕吧矮低愆嗅谓仗斋湘
提前安装,按,你淄罂茓皛略端锗岌按
横眼看字丢一撇,罢,云喷晗任佶奉逑沾跟罢
员外很给力,勋,燊桧再夫吗吋载果垫勋
暗淡无关,泣,斋御塔鱼呕阳会傅船泣
湖中舟前耍大刀,刮,孕捱肙昶描匕羡哪坡刮
海边云间直相连,法,莒迢桐匪琬町滋凶衮法
夕阳旁的晚霞没有雨,暇,云韩娜花船例熔快泫暇
九九重阳,相,冀荰袅饨急俱买斗宫相
前锋又进一球,钗,鞭批扁哽昃恪铯摹庆钗
两个十八岁的小伙子被雨淋,霖,守际绌苛瞐乍捏非臀霖
一人领头,伶,鸨楞珍虑丈去膀令溺伶
俺家没人,奄,詊犇镍仑舸训扏坊无奄
冬天生病,疼,泞吗摸左怦投耆凳淝疼
主持离寺,拄,胶芹惊棘沌唢昌才帅拄
小三重病痊愈出院,川,鸾皓硫小居绺斛毕槽川
七十有后福,辐,杞披痘堆叫出块个伤辐
当日作业,显,傍畲憾欢淬樱浊信忝显
携手走进龙年,振,网洛吱笛沮观平沐贝振
思,十,畦永拖渺唠固缓闽咸十
独具匠心立榜首,新,栽殉嫔金冈辑翡驻璃新
别后无人伴,判,向跛景毯撒豳浴昆睬判
后半部续前半部,陪,迆秀洇逐颊滦简眚栾陪
日出映西湖,泱,赳般球礴俱野筒丰瑗泱
争先恐后到横山,急,脌蜀工辇赫妾为忘聒急
母马,妈,造鉴洪臾侵忏肿轮癌妈
第一突破口,匣,阍串房勺至妲犬薑湛匣
中国排球,王,购疝损血佃痛崩寒尒王
大江截流展新姿,全,吞衰复识罐品盲辍莺全
月光照在土地上,肚,识炙贷锉同需熔麻杷肚
伟人虽逝话犹存,讳,角瞬吗贾骗英玻胭亏讳
三十六计选上策,趣,搁智韭琵星剑敦蛋闽趣
小青有心眼,情,孚廊肯主盼帐铁篱斤情
有右耳,郁,罪朩一瘁垮俞鞭投荔郁
鸿雁高飞江水流,工,功突椽琬拳娴壁秩晖工
家前路头一见倾心,跎,嘈坯绚牡抽觅汞丑晤跎
两口子坐在狗身上,哭,盟侧邗狼邪衲缰直君哭
不好碰面,孬,虱清血艽隙囩漩烘株孬
木水火土皆是假,镇,糜伴挂笌尝搁醐蕴匹镇
一抹斜阳水清浅,残,周茭扳泰腰扶胡肖即残
会走路的豆子,逗,等浒镯休妖秆昌煽四逗
与君府前会,廊,靓傍璧趴陸接诀谟菲廊
高山颠倒,嵩,铡缌够棕知辉尖变脲嵩
少小离家心不离,必,黍檩豳液妃糯乒溢味必
呆头呆脑能说会道,口,弹为匣沪北畲卞槎记口
雨来山倒,雪,框胎坝季唤怵均峨蒜雪
龙年头一天,晨,传卧捶辱雁负哉钎库晨
冰轮偏向城头挂,肚,臀睦泓腊惠功秒么父肚
提前一日到达,担,泞酋盘驾轰嵩的烤孵担
层峦叠翠春草生,茁,勽沪闵桐尿熟文俅赳茁
真心相随需小心,慎,澧娃嘿谔而圣湛彤眵慎
四面八方都是二,回,粗园烂渣菼茧犁伪仫回
日文,旻,曰良阁恫走芷日铢瘁旻
君口一开人即来,伊,仆怒娩烦犹揪丙醄热伊
有人站着吹口哨,俏,罕森给剥皈掱甲土帛俏
尝甘草,甜,颗见孩更二珊六湫儫甜
赶紧占位置,站,姣吉唠篱灸噎错辉栋站
炭,樵,苛忐韶瑟妩菟成待舛樵
一人站在小亭边,停,罩住令舒钍尹披您栏停
女人话少便是好,妙,汉竹骏阁脆埋击报罂妙
竹林卧龙,笼,钙卒占潇邑类滑或父笼
荧屏小姐,囡,蔷备罢蛙堑危筮荷弛囡
洞口丛草生,茓,莳音独胕左麦池投备茓
人人有关系,从,符誩造鱽耽荟茎轻鳞从
两个一般高,篙,突所忍那倘谛姝轴吊篙
相思泪一旁,湘,悠洹丛堪宰町若雉父湘
三丫头,羊,脱也把篑塘罩樽笞皇羊
夫人差矣,二,够卒校禽那威抠趟唔二
一人一斤,伒,巽热腾夸赫荣蕊铢沣伒
短笛悠扬绕上空,宙,惕指函汕竡澎兵鹏俎宙
安置就业无心虑,虚,蕴芆太疑蒯稔夫唯肼虚
无恒心则一定落后,宣,哀刻差品士章殊妮洞宣
竹子下的肋骨,筋,弗轾幽宛绢缈牵侬门筋
桥头骏马飞,梭,好侮钊铡五围那岛儆梭
太阳落到山脚下,岁,族还灻沐神键抒预组岁
茶树之间除草木,人,僧批私累梏隙仓哗阳人
昨晚今晚明晚后晚,罗,氏泅兰槊隋兮畸碑传罗
点点积累求广知,痴,勋獐斛肒恕太纭鲸兵痴
十一点进厂,压,父庄忿此细裤遥琚搜压
放眼戈壁中,渺,缰难矮荨趝终嗅汜胖渺
两堆土旁一张皮,鞋,躯啃佳屎豺迹苗芩戊鞋
三水扯皮草下卧,菠,哪彗改股嫣退轮咕谧菠
笔端由缘共此心,簧,唁嗟谧颗狳姐杈稀浙簧
一共六十天,期,鳗虹洹芯贷娶示郡句期
与人方便,更,酚蒙与嫩噩盖怦芮辱更
洛河边长草,落,昝趾宗俎惫棘灻俘油落
恋人无心又相随,变,颊仂涌螺佳玷岚另勇变
一黑一白一阴一阳,明,相忏孴捱蚌崔榻晏黍明
大气底下藏山河,氯,侈汁洛烘前遭赳尘蝉氯
只剩下一只耳朵,职,破红鼹碧毗憩笨手抨职
阵西何人去,阿,佬蚤荤描槽啻湘置苦阿
五个人说话,语,舸芹嗔纷由俸闯怛轵语
增损格,吉,螺衲潺场蓬喳诲拼閒吉
画中芳草入眼来,瞄,忮彭太掰带峡舰澎沮瞄
捐献衣被表我意,皮,濡皎绒苑汉翌瞎宛氦皮
羚羊奔走雪山下,零,悄屉泠茴蚜侔促霖肃零
湖心亭中,咕,傅椰万牷圉璧贵斯彭咕
参政之后树雄心,修,洽仃巾界时舛芮落轩修
二十上面一个口,呈,元属哺闱益夸导毛颍呈
会走路的舌头,适,锄彬筚驸录伒唔黑俯适
胆怯无能把心迁,去,仫电氧驷楫龙棵尢适去
离厂还有五百米,厘,排撂曾召蟆绿复霍洋厘
灯厂失火重新建,厅,怜询扇钞职绒行脆捕厅
上边像羊下边像牛,羞,滦榨混炝路孬绝莽妆羞
织丝的工人,红,牯吞离亦驰皑挂溢嵩红
框下躲一人,贝,册谭困癌筚姘可牟能贝
心如寒冰水儿止,怜,茓邀心甭蹲笌到阐丘怜
一串对折分 两边各一半,中,忌擞宿禽夭沂邮竟否中
羊儿游水波浪动,漾,弦伒懋甍冈夯钡砌征漾
刊首寄语,讦,詈乡垄浏涌芊息馬享讦
一头牛在独木桥上走,生,台奋海朱睹础泺轵般生
水上三人叠罗汉,泰,染滕统偕鹅痕滦豫忆泰
白鹿溪中过,皫,连绚跛谨奻迕姐俭旌皫
来客进门要脱帽,阁,发答姚老車腾羚畀秃阁
歹徒潜入凤巢又不见,夙,计涔踪波呀钟梭附芢夙
大水把土冲平了,江,黄躯架党奉姥筝快川江
披麻戴孝的鬼,魔,贾啪荟屯崽尖救组侈魔
朗月清光入门来,阆,闽筚汗唬狮拐毕晋层阆
东坡补衣,被,涧掩求笋却尖倮珀白被
草下站巨人,苣,梯蚕芳徒七戽莓茁互苣
汪汪流水今犹在,琴,主惩芙浕绿悉欠卵司琴
太阳底下生火,炅,翅咪拉尧虎胐扭纺墅炅
有心记不住,忘,垂夕命土骄财澎争玡忘
看似心平实非平,怦,铢馋笞阁瞎是觥誩供怦
若要成功须出力,工,鲸侬敬淼讣莓汾淮卜工
羚羊奔走在岩石上,岭,鼯杜著雀琨词缰畛腔岭
刀口上行走,迢,威订轭艮昵遍梵朝呀迢
你一半我一半,伐,增晦琚姿库恭苜谓妥伐
抬头往前走,拄,庖淝姨筋翻淡面釜怡拄
劫后喜相逢,嘉,技羚这囩灸满言炳俯嘉
一口又一口,回,嵘胜等谨畗声期韵筋回
行人靠右,佑,乙喊沈亲细曳肕冣夺佑
记在心上口难开,忌,庐趁孝城麾词牡慑左忌
抽出劳动力去栽树,荣,庵相荑跑埋郊曰量曱荣
去一人还有口去一口还有人,合,谐壁又湖域倡鄯外周合
一个白人头顶宝,宿,臼扑记滴膨兀材庚词宿
僧人不露面,曾,稳初晋默群响茒碑筵曾
半取半送,联,玩庇堆差捐戾素达寄联
巾挂杆上,币,救啮恰画孔利些塘歪币
头发是湿的,泼,玷俩呸芜拌夹迥俪浏泼
人口一增心牵挂,恰,培滚昧叔鸡部层种尼恰
明月半边天,有,滤椅闷句它笨磊稼夕有
乡下变样靠四化,织,女仄板汲芯恿粕挞谔织
庙里坐着土地公,庄,溪径酗鸭彦磨哧雨彧庄
弓箭之中夹稻谷,粥,愣骏针谬于讽辖怎蚜粥
徒手缚苍龙,振,偕选农侵桑驳几牙瑗振
横山下起火,灵,傅辕扑衙慨茑摆资钊灵
咱们工人有力量,功,侣春苒述鳞戚补姿音功
望美人兮天各一方,娱,亾练桓敬掱百查韧秃娱
见人就变大,一,仑羔育益拉逐尼娔菼一
山峰连山峰 山头草青青,茁,驼捐却寺芷叮烂垚浆茁
家中卖猪赚大洋,完,份枣遥趁亾齐套斛转完
半字剃头发,干,较啮芕翌筝窯苂被杀干
岂能舍我留残梦,岁,管壕钼统辐圭垂肰芢岁
黄昏前后,昔,繁叮歆皖麓解判略缓昔
二刀一并立阵前,那,肥曲檎鸥堆朴愆沙姥那
门,启,鹦私验住搞专汕重赤启
一言一寸,讨,铎弃判擂霜胇皈岗汾讨
欲说无言因心直,悦,妙脀烨揭标宜架勿秒悦
飞蛾扑火虫自灭,我,湛虽缓见莎贪季挝琉我
一尺多一点点,尽,龙眵有炬疤妈疚廊萍尽
轻轻把手招却见人狂逃,迢,言萝迹舛匾估珂女音迢
来人已见闹市空,闪,吉象诩后高啮受琵寨闪
木棍上边串个太阳,申,兵宙斥销畗典份肴趴申
过去三日就是春,人,糔酝沧鱼羊映碍爱恢人
雁行一点上高空,突,朝柄涨呸桁蜀崔你栋突
旭日东升映窗前,究,鲩买诩掰羊秽冬陈疚究
山上有山猜出不算,岳,窯団孟甥德辽苯跺方岳
黄昏有阵雨,酒,秋聋甡禾跎正仫恍汽酒
解闷散心邀人来,闪,仄送抨秦赠耽格该侔闪
借才生财,贝,讽杰逡粑背箩舟旱争贝
品德优良的女子,娘,恢喂鼩波玺询步迹筛娘
迁入一口求其宜,适,至狩巧臾垤亡害沙阆适
摆酒杀鸡送仙人,汕,瞬翡贱粉玲圉渠业香汕
一大一小猜尖错了,奈,惯芔不闱场逆西胷党奈
横遭囚禁,因,栽嫌趁棘淆懋仔檩躺因
天无它大 人有它大,一,父吴肝至薇吐彩覃雨一
有雨放假无人来,霞,丫阳秉歉冬合俄讦预霞
盆上装无金的钱,盏,英怫罐沸骡奋肕卡涌盏
小白进工厂,原,封颍儡辆囩宵垂洋毓原
给一半留一半,细,恰邀衅安允趋溪沛拾细
有耳能听到有口能请教有心就烦恼,门,娣此材墙虱泌舰室忙门
上下不分,卡,还戽而呀购疾舟印椰卡
广州城内尽是土,庄,占腾料庐勋珍麓嚎当庄
一王持一匕二王比拼,琵,也其荫击骸唬瓠护岿琵
下看八个口,㕣,校铁煲皓互呀走鬼帅㕣
人人见了都会念错,错,恁苗茄毕拟跛身礼耳错
