一字三两点 一直未猜出,羊,铎墅赭昌羊
虽有十张口只有一颗心,思,物蟆呢寓思
轻舟逐浪送离愁,秋,弟筮君陌秋
西伯适遇姜太公,倘,鹊疽冈正倘
多一点能吃 少一点有用,术,步跑伉跛术
反手上篮逼声近,笔,脱蔷扩呗笔
直上云端,去,晃舴金昙去
遇火燃烧 遇水挨浇 若猜尧字 智谋不足,林,络这莹荀林
投我以木桃,兆,腌卦蒯蜃兆
声称掌握了一半,撑,合澧嫌满撑
连日多玄奥 一定要解开,蓄,榔叶妄嚻蓄
日落看木偶,梦,再计撂筠梦
十字对十字太阳对月亮,萌,悯绿靳伤萌
言来会佳人,谁,梳岐虮炅谁
分道扬镳,路,句楷起世路
考前整日在复习,翥,爪镯母挞翥
画龙未点睛,省,臭麾箔睛省
秋叶落后人全离,程,征睛尽郴程
一旬,早,测平冒束早
牛羊合群,羞,拴起釜恭羞
朝来见古庙,广,亘玉余部广
残月下西楼,屡,鑫析旨旬屡
有你的一半也有我的一半,伐,岌骤蛋韵伐
何须杀人灭口,丁,培座韵喋丁
峰峦重叠草出芽,茁,漏蛩泰连茁
一口吃掉五颗丸子,熟,泰叫旌笙熟
存心不善有口难言,亚,柴怒拗沊亚
石字出头不是右字,岩,涢模讼筞岩
一月又一月 月月紧相连,用,阎稀俄尔用
早上莫来傍晚来,暮,哆酥扳桧暮
二直又二直,坚,剂闵练囚坚
两个太阳,昌,斤趝枫啥昌
做人首先要大方,烟,麦瘤误氧烟
六一的活动,韵,搜榇箦仲韵
分开三个人 合起来是一群,众,纹叠昱喷众
一块豆腐 切成四块 放到锅里 盖上锅盖,画,翠荔樱咳画
溪边林木森森,染,夾马赭日染
二人同过独木桥 顺着次序往前跑,丛,华郑抄吋丛
不是上 不是下 下在上 上在下,一,普洪亚施一
心系人家生妒忌,妃,杳迕荆矗妃
平反回来,啬,荑汁稼夥啬
一字不撇也不捺,十,枢园炸纭十
上身是小山 下身是大山 二字相结合 全身都是山,岳,屠岔子恪岳
反扣成立,啦,槑椰槽赫啦
一横一竖写一回,固,骡窥钟暗固
右边有 左边无 后面有 前面无,口,苏叉肛野口
中学人生起变化,牵,末娜纽殙牵
老鼠不见了,一,掇帛嚻纷一
空山之中一亩田,画,弘传脸昱画
上头在水里 下头在天空 要问家在哪 老家在山东,鲁,啐厂超嗫鲁
助残出力 献点爱心,宜,愚畦嫖帜宜
名扬四方 芳心倾倒,外,竡操汝栋外
先写了一撇 后写了一画,孕,栋姐驻乒孕
带鱼不多,羊,泵皇罐惶羊
古稀之年心不悲,辈,芹连甥怕辈
涂上白 反而黑,七,庆档闲泫七
三人结伴来嘉兴,秦,粱姝掘栓秦
正确对待错误,艾,嚎畏炜统艾
讨人喜欢,竺,箩甡噎奴竺
汗水换来了庄稼,秆,衙请旌筹秆
财色当头总失败,负,聶椿妮向负
宝玉不在姑娘在,安,殓黠厚鲩安
安心疾已平,俞,紤仇项尖俞
有耳能听到 有口能请教 有手能摸索 有心就烦恼,门,晶需驱羊门
写上去,与,裂向惫炊与
短一些再短一些,此,潜看泵粽此
东西南北心相连,愣,北些逢辩愣
左边二十日 右边三十天,朝,免刊神涌朝
兔子耳朵,聊,孩翠苫睹聊
自相矛盾,卡,寇肥苹淀卡
已有一半 又制一半,判,腌乌乳橹判
负负得正,止,佚赔绩葬止
出口成章,吝,脂眚簸刮吝
宣德瓷器,盟,琳翠赚沛盟
日出有景,京,体脀掇怂京
一日恰逢兄台来,比,窥键宜摸比
油画一幅挂帘前,演,察溽例夷演
片云残月带三星,泓,猫感篓蔑泓
平桥改造见奇观,罕,殡泵度闽罕
十二月江西见面,清,吠观睦侍清
不拘一格,呸,己杂澍覃呸
值钱不值钱全在这两点,金,尤积菖亟金
及早自立谱新篇,章,梨柘陆藻章
不得不露头,杯,每凼阁堵杯
林木森森,杂,届全文乍杂
点火就可燃 滴水能润苗,尧,单辣閒男尧
从上往下数 只有人一口,合,彪俸妾胖合
先先后后见是非,靠,粘悠唧揭靠
多点爱心来安家,嫁,浇奕前篇嫁
杏枝又飘残叶落,林,浸奥然烦林
山西省阴,亚,阉灾莽肝亚
十两多一点,斥,闩鞋帕雾斥
妇女翻身,嬉,血斜混民嬉
田字不出头 不许申甲由 一笔添成字 算你是将才,团,爷昂浜咨团
一家十一口 一家二十口 两家合一起 万事都不愁,喜,诚步汆伶喜
男人的世界,妩,适迫鸡恐妩
万万见不得人,乙,谒助朔梢乙
有人不正 无人不圆,扁,币己验惫扁
一点一横两眼一瞪,六,棚戈怙控六
青一块紫一块,素,丞蠱持沿素
你有他有众人都有我却没有,人,愁括法郁人
酉时一到自然醒,星,嫖昱衲内星
月下二人踏碎冰,滕,俄梵钦蚴滕
吃尽苦头三十日,胡,慑恭毯誉胡
只要有才 就能生财,贝,由猛猴一贝
洪武口谕,诛,市工花掌诛
扑灭火星,一,诀辽臀笑一
喜上眉梢,声,囍习敌膂声
句中有一字 每月猜三次 就是秀才猜 也得猜十日,旬,疤阆智封旬
窗前飞燕探头来,挖,妩气替捎挖
丢人现丑,件,赖编冰炸件
海棠开后残梅落,淌,祚禽夯宽淌
家有小女 十一出嫁,尘,京遗睬朝尘
需要下面团结,耍,拍切待舛耍
平反回来住西城,墙,背羞羔楮墙
问心只自可对苍穹,吴,荷轲贿犹吴
双方以仁相待,倡,尽漓瘁橡倡
点清数目方知大,方,湖车驼枯方
奋力大扫除,男,最刻大艽男
断桥残雪看不足,霜,目瞩坊毕霜
春秋战国后,臻,弘伞才癌臻
某人一直都不在,甘,蒋俱霞织甘
一统江东吴始立,呈,夾徊衍脅呈
前轮不见了,轶,衙持舱晨轶
只因改革得安宁,寄,恨赶侨衣寄
田字出头不一点 不念申甲由 若念申甲由不是好秀才,神,隋吟俯做神
明日分离 无人相伴,胖,侑藻尹引胖
星出日落,生,犁磐脆夂生
一退六二五,辛,鸬娑利政辛
高老头,主,篑摸菟贫主
大口加小口 猜回你别走 要是猜作咽 还不放你走,固,嫉瑜裸悠固
龙凤胎,好,煲塌衰睹好
一口说出两个日,唱,眸裕袄斤唱
一气之下 拂手而去,氟,安镝掇亮氟
独驾一舟千里去,元,希噎扒弘元
秋波相送董仲颖,棹,熔珂素篇棹
唐宋八家 杨州八怪,做,怙咱堆蔑做
一日不见 如三月兮,晨,杰猛源态晨
宋字去了盖 不做木字猜,李,有词畄盆李
推门望一望 门里一大将 你说关云长 他说楚霸王,扇,佃狠胶认扇
个个相助汗水流,竿,嘴内诗侏竿
一手力量大如天 竟能搬到一座山,扫,鲡咪陌柯扫
孔雀东南飞,孙,乳槎汁跎孙
红梅开后冬已残,绦,驯松渭诗绦
雨天没有晴天有 田里没有堤上有 云南没有贵阳有,日,憾肒妹嘲日
春末夏初,旦,泄府角歆旦
人人围着坐,土,欺拍芯饼土
见脚就踢,易,喂志噪鹦易
从前有个人,众,觥树远问众
有点曲折,之,昱该觅更之
三五成群,积,葩栋霞固积
立字当头为之一新,析,晷脵丕顺析
其中真心差几许,一,宴茒尚郝一
残月高高远山重,弦,犁潘淌液弦
分离前后,凶,宾聂防改凶
有兄妹无儿女,味,锯伯侵砂味
上也日 下也日 早也热 晚也热,暑,亵订的膂暑
六十不足八十有余,余,跳密讣钱余
有水可养鱼虾有土可种庄稼,也,辉啤仁罕也
八九点钟的太阳,晨,毋亟疽检晨
除夕之夜,多,泗醄纷蠱多
十日谈,询,嗤杂凳突询
且到江东去,沮,挽喳消米沮
跳者有 走者无 高者有 矮者无 智者有 蠢者无 右边有 左边无 凉天有 热天无,口,始沙孙栽口
满汉全席,妩,恚坐舴个妩
南字反方向 口字在中央上下廿四点 捉虫是健将,燕,男似挼难燕
层云隐去月当头,屑,夕上纭梢屑
三人骑头无角牛,奉,缌咐圯挛奉
遇水一片汪洋 逢木可闻花香,每,愚踏保匪每
前前后后和为善,羊,丢谒挖屡羊
上面牵头 下面紧跟 中间一一配合,奈,官阵恬喳奈
一横一横又一横 一竖一竖又一竖 一撇一撇又一撇 一捺一捺又一捺,森,崖弼棂檩森
今别贵州去,黑,肼负枇黠黑
田里跑到田外 不能当做古字猜,叶,彬啃网楫叶
待到重阳日,晶,雷笈镍小晶
牛羊住一起 羊尾都挤偏,羞,菲诗付亨羞
两水会时见清浊,蜻,句勉也町蜻
宝贝嘴巴长头顶,员,畦胡启蠱员
小女月下多娇俏,侨,拓泳鹇借侨
沧海变桑田,汗,面亦拈匹汗
低声相依来说媒,楣,偓汞吃贪楣
上下前后都能找到,一,的尥滥洇一
有水能掀三尺浪,粮,标壁牛忍粮
冀南没有冀中无,北,艋邀闻块北
十个哥哥力量大一切困难都不怕,克,飘绡怒氙克
八十八家家有它,米,鲳牮软星米
黑狗,默,温途愤袭默
太阳落到西边,晒,聿荕笙薨晒
夫不出头鸟儿旋,天,嘈嘶鼎朩天
尔字有人陪,你,啭郑别霄你
十个太阳十个月亮,朝,燊螟皫岿朝
休把旁人抬太高,乐,毒也亏彭乐
座上没有人,庄,浓椰良佞庄
千人居北佩着刀,剩,谈眹曼蜀剩
肥一半瘦一半,疤,畨妖地撞疤
耳有所闻,门,娲栈眛文门
我是人,俄,裂肝陛羯俄
新婚之夜没有床,音,另啜舅聿音
彩虹,艳,惫瓦理袄艳
结实,夥,骞剂铁卉夥
言对青山不是青,请,丁挡昆旌请
一天又一天,昌,沊澡堤扏昌
十五天,胖,仵膀队糯胖
四方同心,愣,痢闰偌温愣
四张嘴有头有尾,电,差童蚯蝴电
五口之家外种一树,梧,瑛荀莺咄梧
半价出售,催,炭写研唁催
真一半假一半,俱,腥沁崩介俱
门里有个人,闪,束妞馈凼闪
桥下来会友,爱,蔷羯洇币爱
告别,扮,惠旭郑商扮
一人拉弓卧草中,荑,悄瑗漫贿荑
手高眼低,看,保婴夹砷看
两狗谈天,狱,仝旭壬钎狱
钢丝绳上走,丛,婪瓣放君丛
老一半早一半,者,咨汝侣强者
半册多一点,丹,娠捶蜃充丹
七个人捡贝壳,货,晓贡臆铧货
千里归家,闯,畄毕贯尚闯
山水紧相连,汕,折笳仅稳汕
无边落木萧萧下,日,婪茀妍坚日
二兄弟各自立,竞,羽芔缸疯竞
又到村里来,树,超疯稍虮树
身高一寸,射,头宿毋松射
羊的眼睛,着,体忆谭鸟着
一到就坏,夕,弼梧废躁夕
一直真心相对,非,诱吉符町非
一边有水一边干,汗,狲炉详局汗
两个口一条心,串,办乔片咐串
正说话,证,儫请妞谜证
一二三四五六七八九十,垤,娆赤淼塾垤
小狗身上长满了嘴,器,彰则仿现器
拜佛,拿,古接苞止拿
齐心同上高山,岗,竿草纸居岗
驷马难追,诎,消栏成良诎
柴门闻犬吠,润,轭贱排岳润
石头撑起一座山,岩,把星浦爷岩
猜字谜七十二小时,晶,澎僵丙态晶
画中不是田,十,孩仓谭该十
心有圣人,怪,璧师朴雇怪
大河上下顿失滔滔,奇,措拓三绚奇
天下太平,晏,渥竟拍蚤晏
只剩下耳朵,除,耳褫侏滕除
喜事临门日在心,间,氽煌荰也间
六一儿童节,竟,笕额仨酉竟
汽车到了站乘客人不见,乖,刘昙廿名乖
前滚翻,潘,弄脌酱昉潘
立着的木桩子,亲,睹燮判钊亲
少林寺旁有两人,待,个算阜耋待
本聚在元宵,舞,鳃典喑昵舞
嘴巴长痘,凸,桁考扩掷凸
记一半忘一半,忌,纵苔檎技忌
多一半加一口,名,恪芯扛般名
中午聊天,许,塔悬尺恣许
半路出家,阁,喜咳螳哥阁
千里共婵娟,肿,峨闯檄吟肿
什么车没有轮,风,颔蛩钰芮风
水禽,鸿,牧鲨振龙鸿
看见草帽,宽,畜刈癌姝宽
闪动,们,魏卉黄恽们
是也不是,地,沪居帽昕地
南岛风光,岚,扳煲钗董岚
又来一个,双,佳籽私份双
早安,晏,被洲逑咔晏
脱口而出,咄,刀减诲贫咄
门里阳光照门外雨飘飘,涧,它乒醋割涧
月亮退下,腿,诸章钩钙腿
暗送秋波眼睛闭,眹,无相亨滤眹
不张嘴问用耳听,闻,宁垦姜儒闻
埋头创业干在前,垭,旮惊它妞垭
少走几步,赻,塔逻江垫赻
知道就说,智,帽庄伟皱智
一个人在山边,仙,熊肝气闲仙
看万山红遍,瞅,嫌伞浑谊瞅
不行水路,赶,卸量買枇赶
九横六竖,晶,梵钍燕荕晶
大脚丫,距,泉莒咄饱距
天下同心,合,张室厉瞇合
心中有我,悟,灸颇喊愈悟
老辣,辜,烘戊回汪辜
划拳,批,帛催甩崭批
文武双全的富二代,娬,藻淆注铧娬
不走,还,榨嘿秦鄙还
九加九,木,酋尧进琅木
一棒敲开天,未,買缸酷羽未
一百八十两,析,词柚脱法析
命令舌头不见了,古,随巷迢肙古
学会一半,尝,宏袄暗心尝
十一相逢当碰杯,干,赻令镂五干
一心工作到白头,忤,梏耳码闰忤
让子弹飞,了,蹋录去馋了
没有脚就危险了,危,熟蘑蒯轩危
星星和月亮,腥,拨凉演汾腥
甘心隐退,廿,几译汁怏廿
大小通吃,尖,叫脲阍屑尖
我有一物生得巧半边鳞甲半边毛,鲜,贡卆氟驷鲜
一脚踢球射门,以,硼秉吋还以
东方的太阳,晋,锦馬从沣晋
别走,还,勇镂渑梭还
木钩一点,朩,甍憾擒佚朩
丢了钱,铁,甥宜喋消铁
金木水火土,衙,驮晶砌诛衙
我独不得出,圄,体沐境垮圄
十加二十,卉,渣痕徭秃卉
举手之劳,捞,丫筝闹恿捞
了却心愿开小厂,白,销胆播勽白
有钱,贿,绦恰搞申贿
狗王之言,诳,顷捉閤肴诳
不是鸡毛是宝玉,翡,疯笙桥卡翡
待字闺中找婆家,嫁,挝绺审眹嫁
春夜喜雨,泰,榇俸浜冉泰
人举双手,火,沐汉吧泫火
我和猪,象,哨乍图吋象
大中小日,晿,轧酬畸抱晿
非典非典携手清除,排,廊府父飞排
夕阳西下把话说,名,萍史戬睬名
家有千金一枚,嫁,五斛笋烬嫁
雨后天晴太阳隐,清,启昕棠丑清
手足情深,捉,亮悲束茓捉
木偶的脸,检,运允炙哆检
千人一家,稼,傍汝肺光稼
西餐不可少,刈,验霁桝弃刈
句子,鼩,饴嗽寻蚜鼩
半山半水,汕,空溃贱豪汕
三人在天上,奏,咒隧堤谓奏
徒步的文人,这,当勉网扒这
冲出包围送出关,违,昏潺艽程违
火锅,烫,悟占岐祈烫
乔老爷上轿,车,杢慕静勤车
两个高尚的手,撑,璧舒帕县撑
中国开放有奔头,因,沁疚筚驷因
一来就坏事,歹,桑梳株霸歹
散打选手,撒,勺篑突诉撒
残月映湖中,舌,呜呸忌功舌
茅屋,芦,杏滴复保芦
初一到十五,胖,督盔平玛胖
带头改革务必出力,麦,弘妒晖位麦
遇水则清遇火则明,登,巾儡扛拄登
睡前熄灯,盯,阵刽距珐盯
残月北斗一星沉,沁,腥埔鳗槑沁
初秋女装,委,印川買泠委
不是四,罪,舢鲜翩岭罪
一斤出头,岳,位吸僧奶岳
元旦前后共相聚,其,浮兖拄二其
文明交通,效,球膜星嫔效
变心又惹是非,怪,擂蜡滕做怪
明月隐高树,杳,淝宫呀媚杳
没有恒心一事无成,旦,霞阜帚叹旦
一心为别人,舒,共绔聘牵舒
黛玉,婪,章讹花伍婪
每日一句,昫,窥卖积昌昫
王的圣旨,玲,秆阀刷杰玲
令堂,诲,栋吏雇壬诲
亲人分别,禽,拥览旬骞禽
三点河旁落,可,移伟惩乒可
门内有耳听得见,闻,哀惜枪柚闻
病来如山倒,疟,昉侠熔唁疟
白吃一口,乞,退九落佟乞
一颗爱国心,宝,鹭菖觅娆宝
台湾同胞的心,怡,怫灭宜嘲怡
山东风光二日游,鲸,泮楂俯俩鲸
头带金冠称大王,全,驴俩企豺全
西施,俪,汞拥往元俪
一大一小用手按,捺,纵受筛衔捺
未落一字泪两行,湘,淋田钨近湘
有手有脚,捉,什贷噙畀捉
左十八右十八,林,哇睡吾晕林
十一个月亮,肝,淹肴琨庄肝
孤山之夜,岁,耆琼讲肘岁
前前后后团结一致,豆,内悲界玡豆
一应俱全,仝,隶偕捅侔仝
山影重叠云散动,幼,馍庄要濡幼
远看像头牛近看没有头,午,氦肩坛晒午
家在石头城畔住,琚,乖茒条恻琚
以身作则,侧,瘸给汕抒侧
又上小桥头,椒,豫胜谧椎椒
金裤衩,钗,褫好排卅钗
心里满是泪水,感,侦奕恒将感
异乡奇遇,绮,肰廖篇嗫绮
童声组合,竟,往郝净碜竟
不努力又被淘汰,女,繁溃筮咬女
花前月下陈前情,荫,忧沿叙抽荫
儿女成双,好,乖粪隙轶好
一心到宁波,恿,碟搞更昵恿
孙二娘会夫,靓,宁逡例申靓
力大无穷被草压,荔,椎坑陪母荔
日色过午,昧,沈停似各昧
同心干改革,旱,芨辜诡冞旱
骏马奔驰去不还,逡,闽炽邪曲逡
叩见君王,现,咯箱麻运现
户下占一位,启,崭忏居撒启
千里相逢春草生,董,博奁婢诱董
一点一横长一撇向西方并排两棵树栽在石头上,磨,臆崖啻些磨
草盖三星,蕊,筛赭绸婀蕊
王子掌勺,玓,邦线末墙玓
灾后八方来相助,炽,学佚梯趴炽
人去就当官,使,皆汞分崭使
几内一日,凬,琴雨苑酆凬
一寸的身高,射,奢订薇不射
二人土上说分明,主,间鲸啊蚁主
未去朝天子,群,隽臾玡戎群
危机关头要团结,多,橇灾腌璟多
闲人免入,企,疚趝堑聿企
南望枝头李子落,琳,翠囚枯捶琳
闪亮的心,恍,侵实侏蹲恍
光棍打车,辇,昏笠史肉辇
关上你的右耳朵,联,最誩接懿联
宁可分离须同心,亭,央溃帕樊亭
千树万树梨花开,檄,她寒矧琵檄
四十年间一夕逢,舞,狂内郁促舞
月光如注,清,咯荔隆余清
水边的怪兽,漪,岌屈柄忍漪
九九之弟,杂,孕胕液羊杂
辽西烽火起,逢,抵涸汀版逢
音乐让人心动,意,和愕刷皖意
此人有偏见,扁,煮湿阂衰扁
骑马出门闲不住,椅,薑暝亨汊椅
两个十八岁的小伙子烧火,焚,贵胚杰张焚
四方春色正空前,躁,鸥牷滤硫躁
二画大 二画小,秦,之扅洳兆秦
提前到达,挞,义鸪皿方挞
不好的贝壳,资,千匏嘴穗资
恻隐之心人皆有之,侧,忍孬永仅侧
洞房花烛夜,窥,饴殖俩皈窥
丰富的水源,沣,厘锄热期沣
次品的碗碟,盗,冣挼杀掌盗
西安夺冠,要,闵色曼修要
凶手倒下了,抠,古铯练涉抠
分出一半,岔,蛋歼贾儿岔
有才能先脱贫,财,茵报琶羽财
八千个太阳,香,沐碛味残香
水边的老虎,演,佧铯石箭演
读者看似有钱人,锗,呆驸贫曲锗
一木口中栽非杏也非呆,果,蜗谐志龆果
刀口行走,超,冣访舱棚超
画中一人独耕犁,佃,曾扏辟兑佃
丹朱,赫,办踏交尝赫
如来上西天,娱,茀批苏淄娱
